stock,name,ticker,country,sector,base_quarter,current_weight,predicted_weight,low,mid,high,predicted_change_%,model
SA13L050IE10,Saudi National Bank,1180,SAU,Financial Services,Aug-26,0.2749793925922048,0.26475518208295706,0.14791381656196417,0.252036611434019,0.48658301808142623,-8.461796058105255,ridge_a0.1
HU0000061726,OTP Bank PLC,OTP,HUN,Financial Services,Aug-26,0.25872213110734216,0.2647528492328925,0.14929745955721596,0.2524508054976621,0.49978048833930533,-2.7106888007852605,ridge_a0.1
KR7055550008,Shinhan Financial Group Co Ltd,055550,KOR,Financial Services,Aug-26,0.26837017894721743,0.2620231486703413,0.1458051839470166,0.245600084062578,0.45731962112321634,-7.175317745680279,ridge_a0.1
TW0002882008,Cathay Financial Holding Co Ltd,2882,TWN,Financial Services,Aug-26,0.2575286615720561,0.25441947479095645,0.14238603991495571,0.2402067681572547,0.47600669178567123,-6.07464462972808,ridge_a0.1
09618|CHN,JD.com Inc Ordinary Shares - Class A,09618,CHN,Consumer Cyclical,Aug-26,0.2604170584305635,0.2525475420960417,0.14166523246075508,0.23918624818027487,0.40914790104012805,-7.799817000494339,ridge_a0.1
KR7034020008,Doosan Enerbility Co Ltd,034020,KOR,Industrials,Aug-26,0.23337845450509173,0.24303572517547098,0.13678545912897885,0.22800917332170884,0.3962908234139463,-0.9926528327498213,ridge_a0.1
INE101A01026,Mahindra & Mahindra Ltd,M&M,IND,Consumer Cyclical,Aug-26,0.24687769815631022,0.2405511907426811,0.1369864518968401,0.22216713944303462,0.4452879927746765,-7.363163123902769,ridge_a0.1
CNE100000502,Zijin Mining Group Co Ltd Class H,02899,CHN,Basic Materials,Aug-26,0.23632702629815136,0.24036711576899214,0.1317283496820143,0.2273376545113142,0.42410831133141386,-3.3015020944689724,ridge_a0.1
INE296A01032,Bajaj Finance Ltd,500034,IND,Financial Services,Aug-26,0.2283939640930148,0.24022962119017072,0.13448790495033028,0.2301155070473423,0.4651266813112754,0.0,naive (no feature history)
TW0002382009,Quanta Computer Inc,2382,TWN,Technology,Aug-26,0.23054020342537793,0.23992911432604208,0.13177490414099374,0.22728190513857047,0.4343370333049798,-1.054887936248619,ridge_a0.1
ZAE000066304,Firstrand Ltd,FSR,ZAF,Financial Services,Aug-26,0.24498218771791475,0.239297505675668,0.1321733075571811,0.22790480068777946,0.4117487862765101,-7.132933108902454,ridge_a0.1
TW0002327004,Yageo Corp,2327,TWN,Technology,Aug-26,0.23780131219468115,0.23865357980694937,0.13311366167814245,0.2245065165314209,0.41069403258729137,-4.586072641536893,ridge_a0.1
HK0992009065,Lenovo Group Ltd,00992,CHN,Technology,Aug-26,0.23013903719502968,0.23789372959505356,0.14143376765682383,0.22610663796165154,0.4575486322875747,-1.7232538224824345,ridge_a0.1
KR7012450003,Hanwha Aerospace Co Ltd,012450,KOR,Industrials,Aug-26,0.22827361422391035,0.23629747543181295,0.1301291725696569,0.2201082925029998,0.37711345612610647,-1.5849692263043753,ridge_a0.1
INE018A01030,Larsen & Toubro Ltd,LT,IND,Industrials,Aug-26,0.23233542230618634,0.2306036056525112,0.1306521077233225,0.21522825703280773,0.33709966070725045,-5.635480858171659,ridge_a0.1
CNE1000002L3,China Life Insurance Co Ltd Class H,02628,CHN,Financial Services,Aug-26,0.2258866751533383,0.2264109435399517,0.13214320657726988,0.21235202868681996,0.4172394147044788,-4.706151305908121,ridge_a0.1
INE238A01034,Axis Bank Ltd,532215,IND,Financial Services,Aug-26,0.23259618035591267,0.2242373715845623,0.12526934367497086,0.21320338928137486,0.41534879155858423,-8.343455201858028,ridge_a0.1
PLPKO0000016,PKO Bank Polski SA,PKO,POL,Financial Services,Aug-26,0.21644923958439583,0.22218221215801978,0.12364268706335477,0.20827172305170646,0.3820023519166504,-2.4086584795994517,ridge_a0.1
KW0EQ0100085,Kuwait Finance House,KFH,KWT,Financial Services,Aug-26,0.2343913992367211,0.22180099494470742,0.12462777428677349,0.20775026105574895,0.3626319292266934,-10.033694946810767,ridge_a0.1
TW0002059003,King Slide Works Co Ltd,2059,TWN,Consumer Cyclical,Aug-26,0.2096895886030279,0.22055596187784177,0.12324531439061334,0.20994958614545667,0.3927792550435836,0.0,naive (no feature history)
MXP370711014,Grupo Financiero Banorte SAB de CV Class O,GFNORTEO,MEX,Financial Services,Aug-26,0.21728165951236844,0.22051786192863512,0.12660059292124257,0.20930952478168233,0.35089322894845404,-3.5107858452222365,ridge_a0.1
CNE1000003W8,PetroChina Co Ltd Class H,00857,CHN,Energy,Aug-26,0.22110276785643543,0.22050450658301674,0.12397221959233196,0.2105220851409039,0.39149750028771624,-5.1840596817147,ridge_a0.1
KR7086790003,Hana Financial Group Inc,086790,KOR,Financial Services,Aug-26,0.21859547891675887,0.213908934478255,0.1228413959367587,0.2045773614209558,0.39767368181058094,-6.9651171997912735,ridge_a0.1
ZAE000109815,Standard Bank Group Ltd,SBK,ZAF,Financial Services,Aug-26,0.21280865604398547,0.20981141333782605,0.11608596945768826,0.19572459880054663,0.41383184776481036,-6.265841217444038,ridge_a0.1
INE237A01036,Kotak Mahindra Bank Ltd,KOTAKBANK,IND,Financial Services,Aug-26,0.19837670090720733,0.2086568263795537,0.11547580485718224,0.19248069979832852,0.35150877432341415,0.0,naive (no feature history)
KR7006400006,Samsung SDI Co Ltd,006400,KOR,Industrials,Aug-26,0.2035216578114236,0.20602141798958562,0.1169618421094546,0.19262109577321984,0.34221307142610286,-3.759071054790042,ridge_a0.1
ZAE000035861,Capitec Bank Holdings Ltd,CPI,ZAF,Financial Services,Aug-26,0.20560772220923448,0.2044213262796904,0.1154307268534875,0.19092717474125762,0.37056862041900873,-5.475400552439735,ridge_a0.1
09961|CHN,Trip.com Group Ltd,09961,CHN,Consumer Cyclical,Aug-26,0.2117255072220452,0.2041033480233962,0.11392179761381166,0.1938134648117432,0.3568477863471585,-8.34946326217119,ridge_a0.1
BAP|PER,Credicorp Ltd,BAP,PER,Financial Services,Aug-26,0.20351162865566486,0.19993676974390853,0.11108308555065848,0.18926266352710058,0.35023492433648745,-6.596853382246764,ridge_a0.1
ZAE000013181,Valterra Platinum Ltd,VAL,ZAF,Basic Materials,Aug-26,0.19673191936277956,0.1996043427768806,0.1099990345795097,0.18991164835862462,0.3735807263621139,-3.538675070999914,ridge_a0.1
TW0002887007,TS Financial Holding Co Ltd,2887,TWN,Financial Services,Aug-26,0.20558766389771704,0.19893579695539804,0.11514258921535711,0.18703649887441093,0.3628557079882231,-8.002939208034189,ridge_a0.1
09888|CHN,Baidu Inc,09888,CHN,Communication Services,Aug-26,0.20651034622751804,0.19790491375197683,0.11007104116916681,0.18826575465978707,0.37175219151005373,-8.888577241925999,ridge_a0.1
TH0528010R18,Delta Electronics (Thailand) PCL Units Non-Voting Depository Receipt,DELTA-R,THA,Industrials,Aug-26,0.189310344101337,0.19535327173579084,0.10596214696789828,0.1838737446908427,0.33189027572825347,-1.892002779328969,ridge_a0.1
TW0002360005,Chroma Ate Inc,2360,TWN,Technology,Aug-26,0.185589527314857,0.19520700567005264,0.11095829764690972,0.18559424966256266,0.36202675396141604,0.0,naive (no feature history)
TW0006669005,Wiwynn Corp Ordinary Shares,6669,TWN,Technology,Aug-26,0.18858824488671017,0.1950900848698625,0.10449820786087607,0.18289109868174272,0.3279275782411061,-1.6490306212819577,ridge_a0.1
CH1391448177,BeOne Medicines Ltd Ordinary Shares,06160,USA,Healthcare,Aug-26,0.18451640764867547,0.19407827561835336,0.11217561274263431,0.18780665974310057,0.39091271714858516,0.0,naive (no feature history)
PLPKN0000018,Orlen SA,PKN,POL,Energy,Aug-26,0.18743489197445895,0.19288238858363693,0.11497631258533983,0.18395389506688778,0.3531005629058802,-2.1636591966839367,ridge_a0.1
SA0007879543,Saudi Telecom Co,7010,SAU,Communication Services,Aug-26,0.1932518023145085,0.18748499050520834,0.10383881346761123,0.17642837554675178,0.3217886694033837,-7.763881612655766,ridge_a0.1
CNE1000002M1,China Merchants Bank Co Ltd Class H,03968,CHN,Financial Services,Aug-26,0.19136632103187176,0.18647323066093946,0.10406564200939862,0.17919601594083837,0.32973323899788903,-7.357758745707124,ridge_a0.1
02269|CHN,WuXi Biologics (Cayman) Inc,02269,CHN,Healthcare,Aug-26,0.18398486239346407,0.18621335770927774,0.10582155004168421,0.17772449903387283,0.33386155109158083,-3.7752470492845,ridge_a0.1
AEN000101016,First Abu Dhabi Bank PJSC,FAB,ARE,Financial Services,Aug-26,0.19128608778580214,0.18410966126943457,0.10453962528104542,0.17574687159388258,0.31672606965719624,-8.49364424850024,ridge_a0.1
KW0EQ0100010,National Bank of Kuwait SAK,NBK,KWT,Financial Services,Aug-26,0.19557856645052832,0.18408540436476517,0.10329204115469201,0.17507577283254905,0.31236177158694894,-10.513780034471248,ridge_a0.1
KR7028260008,Samsung C&T Corp,028260,KOR,Industrials,Aug-26,0.17973250035177266,0.18264472428134856,0.10165314576668628,0.1703246485591151,0.33483001630528325,-3.3863295024147644,ridge_a0.1
KR7035420009,NAVER Corp,035420,KOR,Communication Services,Aug-26,0.1835736670073571,0.18125501638731856,0.10216804282944707,0.17019660472533077,0.29727779169202884,-6.1276440950248725,ridge_a0.1
KR7000270009,Kia Corp,000270,KOR,Consumer Cyclical,Aug-26,0.17685413264902397,0.18094893186367203,0.09926858192925975,0.17040712945265757,0.29624204693125333,-2.7255291445367202,ridge_a0.1
TW0002885001,Yuanta Financial Holdings Co Ltd,2885,TWN,Financial Services,Aug-26,0.1829518593503173,0.1780021453311059,0.10152394051293104,0.16754274962735888,0.3293245869148032,-7.498989972819106,ridge_a0.1
TW0003008009,Largan Precision Co Ltd,3008,TWN,Technology,Aug-26,0.16862019577112625,0.17289574094137788,0.09630201438210564,0.16403662250477008,0.3182001806640587,-2.5161277596180005,ridge_a0.1
CNE100000Q43,Agricultural Bank of China Ltd Class H,01288,CHN,Financial Services,Aug-26,0.17455745598028027,0.17281852980583162,0.09781907461814371,0.1651245134402409,0.3293000700090734,-5.873920879094163,ridge_a0.1
KR7068270008,Celltrion Inc,068270,KOR,Healthcare,Aug-26,0.17056585198831525,0.17091490406349882,0.09757884052821282,0.16246607186300066,0.3175839653940042,-4.732248855740714,ridge_a0.1
SA123GA0ITH7,Saudi Arabian Mining Co,1211,SAU,Basic Materials,Aug-26,0.17473798078393699,0.1697795012990873,0.09787903940567028,0.16091486960856116,0.2607285094794578,-7.624669200058543,ridge_a0.1
ZAE000042164,MTN Group Ltd,MTN,ZAF,Communication Services,Aug-26,0.16653413137331538,0.16964716748314754,0.0964423852994489,0.16157887443299013,0.31029527589519856,-3.1495991410112527,ridge_a0.1
MXP320321310,Fomento Economico Mexicano SAB de CV Units Cons. Of 1 Shs-B- And 4 Shs-D-,FEMSAUBD,MEX,Consumer Defensive,Aug-26,0.16395663834332788,0.1691576181610755,0.09284535742874932,0.15935650576325505,0.3045533546442285,-1.9109288466838432,ridge_a0.1
TW0002357001,Asustek Computer Inc,2357,TWN,Technology,Aug-26,0.16472888333674826,0.16854886715006928,0.09390149244133938,0.15874124616174456,0.2991901608756263,-2.722108355147132,ridge_a0.1
TW0002301009,Lite-On Technology Corp,2301,TWN,Technology,Aug-26,0.15978450954770612,0.16435288871651546,0.09107008290559056,0.1534689148521648,0.2651632640387236,-2.208584214069209,ridge_a0.1
INE062A01020,State Bank of India,SBIN,IND,Financial Services,Aug-26,0.1655813615762383,0.16084089498971227,0.0905367546287972,0.1543128449110514,0.29004512059793,-7.648682091762652,ridge_a0.1
01801|CHN,Innovent Biologics Inc,01801,CHN,Healthcare,Aug-26,0.1596942471458778,0.1600867123610254,0.09076871058049582,0.1515469114769042,0.3104017105535501,-4.693157791829808,ridge_a0.1
CNE1000002R0,China Shenhua Energy Co Ltd Class H,01088,CHN,Energy,Aug-26,0.15928305175977084,0.1579083841045791,0.09159633928204258,0.14757004653218353,0.2999310174922794,-5.7473244497614235,ridge_a0.1
INE467B01029,Tata Consultancy Services Ltd,TCS,IND,Technology,Aug-26,0.1624923816025568,0.15629589458794393,0.09007329552204571,0.14638643021557782,0.27518227698957703,-8.552332549423134,ridge_a0.1
QA0006929895,Qatar National Bank SAQ,QNBK,QAT,Financial Services,Aug-26,0.1640870173681911,0.15620438109965046,0.08648717678386163,0.14719020824106024,0.25618616610810047,-9.49406580129987,ridge_a0.1
INE280A01028,Titan Co Ltd,TITAN,IND,Consumer Cyclical,Aug-26,0.15571267230967148,0.1561827234282116,0.08643195618353199,0.14562917112020243,0.24596635602639644,-4.639811823758603,ridge_a0.1
AEE000401019,Emirates Telecommunications Group Co PJSC,EAND,ARE,Communication Services,Aug-26,0.16141926193637526,0.15608435441882998,0.08525933673022541,0.1468369156493206,0.2879032444268306,-8.068979505000412,ridge_a0.1
KR7012330007,Hyundai Mobis Co Ltd,012330,KOR,Consumer Cyclical,Aug-26,0.15653506308188536,0.15547438559610463,0.08682365970736414,0.14416704599639443,0.24762477379616823,-5.571023484521431,ridge_a0.1
SCCO|USA,Southern Copper Corp,SCCO,USA,Basic Materials,Aug-26,0.15797926151113903,0.1547356507933296,0.08856875279383646,0.14561373129469438,0.29546647748534305,-6.878841053848464,ridge_a0.1
INE044A01036,Sun Pharmaceuticals Industries Ltd,SUNPHARMA,IND,Healthcare,Aug-26,0.14847162185188562,0.1493845102299499,0.08305940717877111,0.1427640342688895,0.27263122335566853,-4.342245737298189,ridge_a0.1
AEE000301011,Emaar Properties PJSC,EMAAR,ARE,Real Estate,Aug-26,0.1520520304577437,0.1482268860815694,0.08174236888725114,0.13977874326799272,0.2391518413962753,-7.318548426433538,ridge_a0.1
KR7005490008,POSCO Holdings Inc,005490,KOR,Basic Materials,Aug-26,0.14171197087051768,0.14405707237666593,0.07728265827794525,0.13692574836007482,0.2614811667284531,-3.3535041328018407,ridge_a0.1
BRBBDCACNPR8,Bank Bradesco SA Participating Preferred,BBDC4,BRA,Financial Services,Aug-26,0.14156153353413709,0.1425324042412333,0.07948770522979345,0.13338704438834229,0.2577669565271577,-4.274770091148391,ridge_a0.1
TW0002886009,Mega Financial Holding Co Ltd,2886,TWN,Financial Services,Aug-26,0.14340689819373903,0.14199652575406183,0.08157650363069045,0.13542566484094942,0.2551658763790983,-5.86183205524326,ridge_a0.1
TW0007769002,Hon Precision Inc,7769,TWN,Technology,Aug-26,0.13455115365880152,0.14152376050091472,0.08232444337988704,0.13250791367065962,0.265654065431947,0.0,naive (no feature history)
KR7032830002,Samsung Life Insurance Co Ltd,032830,KOR,Financial Services,Aug-26,0.14642567407710957,0.1413314711408493,0.08028587057527833,0.13203164249880492,0.2566210951250573,-8.234441209077401,ridge_a0.1
TW0005274005,Aspeed Technology Inc,5274,TWN,Technology,Aug-26,0.1332473634101697,0.140152406232495,0.0792257828843491,0.13282248471145927,0.2442025751362205,0.0,naive (no feature history)
MX01AM050019,America Movil SAB de CV Ordinary Shares - Class B,AMXB,MEX,Communication Services,Aug-26,0.14172200002627638,0.1400595216396976,0.09277589929048796,0.13131975367738352,0.22202062178702672,-6.042071774228683,ridge_a0.1
ID1000109507,PT Bank Central Asia Tbk,BBCA,IDN,Financial Services,Aug-26,0.14443990123688577,0.1387745030619397,0.08720217129328142,0.1279070135021802,0.22623173802852778,-8.655886786443379,ridge_a0.1
TW0003443008,Global Unichip Corp,3443,TWN,Technology,Aug-26,0.13382905444417467,0.13726085911636793,0.08846406640349239,0.12751814191117933,0.22389496814851909,-2.488829597071571,ridge_a0.1
INE721A01047,Shriram Finance Ltd,SHRIRAMFIN,IND,Financial Services,Aug-26,0.13028876246135138,0.137040486931081,0.08906291430163286,0.12816502679964958,0.2415039787108732,0.0,naive (no feature history)
TW0002884004,E. Sun Financial Holding Co Ltd,2884,TWN,Financial Services,Aug-26,0.14068899698312964,0.13661117614559648,0.08726642086208188,0.12489540880374889,0.22116833874519115,-7.682472838778182,ridge_a0.1
MXP225611567,Cemex SAB de CV,CEMEXCPO,MEX,Basic Materials,Aug-26,0.13358835470596572,0.13467132362797382,0.08441247591557588,0.12704875072422753,0.2337681617574652,-4.156074370739479,ridge_a0.1
TW0003231007,Wistron Corp,3231,TWN,Technology,Aug-26,0.13789086252645064,0.1339408507605509,0.08697604187893958,0.1251279091910911,0.23748425955699137,-7.650269826643397,ridge_a0.1
MYL1295OO004,Public Bank Bhd,1295,MYS,Financial Services,Aug-26,0.13645669325295567,0.13305910932360454,0.08633691629506203,0.12179191504564636,0.21028398544935673,-7.294001671953968,ridge_a0.1
GRS003003035,National Bank of Greece SA,ETE,GRC,Financial Services,Aug-26,0.13028876246135138,0.13255802141104064,0.08327348678181874,0.12306960465294997,0.2307091005324343,-3.2709060077220906,ridge_a0.1
INE585B01010,Maruti Suzuki India Ltd,MARUTI,IND,Consumer Cyclical,Aug-26,0.13449097872424925,0.12958581159257654,0.08427123617299818,0.1202746923148983,0.21650054005676939,-8.39432801770476,ridge_a0.1
AEE000801010,Emirates NBD PJSC,EMIRATESNB,ARE,Financial Services,Aug-26,0.1293359926642743,0.1282530044386548,0.08111520540235914,0.11841085328280648,0.18985489148503326,-5.7229004650040025,ridge_a0.1
BRB3SAACNOR6,B3 SA - Brasil Bolsa Balcao,B3SA3,BRA,Financial Services,Aug-26,0.12768118196408781,0.1281504639123538,0.082413162404728,0.12010677280147539,0.21282321629264564,-4.577376152747578,ridge_a0.1
TW0006446008,PharmaEssentia Corp,6446,TWN,Healthcare,Aug-26,0.12478275594982173,0.12764773937171042,0.08273869750859941,0.11811532717158171,0.20346956951615133,-2.7439514313819497,ridge_a0.1
KR7066570003,LG Electronics Inc,066570,KOR,Technology,Aug-26,0.12594613801783164,0.12702700653281154,0.08333037539756026,0.11932682913082057,0.21421544103818482,-4.1108928614761755,ridge_a0.1
TW0002412004,Chunghwa Telecom Co Ltd,2412,TWN,Communication Services,Aug-26,0.13149226115239615,0.12702140741611764,0.08258560407865394,0.11729871473530512,0.20808039125533462,-8.159382990653977,ridge_a0.1
